"ID","answered_all","Duration..in.seconds.","RecordedDate","UserLanguage","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_isolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","born_92","experience_war","experience_war_TXT","war_injury","loss_during_war","time_spent_in_war","time_spent_in_war_TXT","Scale_UCLA_TRI_1","Scale_UCLA_TRI_2","Scale_UCLA_TRI_3","Scale_UCLA_TRI_4","PS_PTSD_1","PS_PTSD_2","PS_PTSD_3","PS_PTSD_4","PS_PTSD_5","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","PSS10_avg","SLON3_avg","neu","ext","ope","agr","con","SPS_avg","Scale_UCLA_TRI_avg"
"125018","No","552","2020-03-27 13:47:27","DA","54","Female","College degree, bachelor, master","Up to 6 years of school","Full time employed","Denmark","yes","Randers","Married/cohabiting","1","Yes","Isolated","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","4","3","3","3","3","2","4","4","1","2","3","2","4","8","9","7","9","9","9","7","9","4","5","5","5","NA","5","6","5","4","4","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","4","5","3","4","3","5","5","3","4","5","4","5","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.5","3","3","3.666667","4.333333","4","5","NA","NA"
"125019","Yes","624","2020-03-26 13:47:49","DA","35","Male","College degree, bachelor, master","Up to 9 years of school","Not employed","Denmark","no","Aalborg","Single","0","Yes","Life carries on with minor changes","2","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","3","1","4","4","2","4","4","2","2","3","2","3","7","9","8","8","8","8","8","8","1","2","2","3","4","6","5","5","6","3","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","4","4","3","5","5","5","6","4","2","2","4","6","5","5","5","99","99","6","2","4","99","2","99","4","4","4","4","3","99","5","2","5","5","3","1","1","5","2","NA","5","1","3","4","4","4","4","5","2","5","4","4","5","2","2","1","6","4","5","4","2","4","3","5","1","4","NA","4","3","2","2","1","5","NA","2","2.666667","3","3.333333","5","3.666667","4.333333","3.7","NA"
"125020","Yes","1117","2020-03-26 13:55:09","DA","25","Female","Some College, short continuing education or equivalent","Uninformative response","Full time employed","Denmark","yes","Odense","Single","0","Yes","Isolated","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","1","2","3","4","3","3","4","4","1","2","4","1","5","7","10","6","10","9","8","10","10","5","5","5","5","5","4","6","5","6","5","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","6","2","5","5","4","5","3","5","3","6","6","4","6","2","4","99","99","4","6","5","99","99","6","5","6","6","6","5","2","5","6","6","3","3","3","6","6","NA","6","6","6","6","6","6","6","6","5","6","4","5","6","5","6","3","1","1","6","5","4","6","3","2","1","5","NA","1","1","1","4","5","5","Jeg har oplevet at jeg ud af det bla kan sta og grade, fordi jeg savner min familie og venner.","2.1","3.333333","3","3","4","3.666667","5","5.9","NA"
"125021","Yes","1046","2020-03-26 13:53:23","DA","46","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Not employed","Denmark","yes","Fureso","Married/cohabiting","2","No","Life carries on with minor changes","2","1","� If Program A is adopted, 200 people will be saved.","NA","No","2","3","3","3","3","3","4","4","2","3","4","2","2","7","7","8","7","8","8","8","9","4","4","4","4","5","5","6","6","6","2","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","4","5","1","3","5","3","6","6","2","4","5","4","5","3","4","99","2","4","1","2","1","1","2","5","2","2","3","2","99","1","1","3","1","1","1","1","4","3","NA","5","4","4","6","5","5","6","6","4","6","6","4","3","1","1","5","1","1","5","3","4","5","1","4","2","6","NA","4","2","2","2","4","5","NA","2.6","2.666667","3","2","5","4.666667","3","5.1","NA"
"125022","Yes","922","2020-03-26 13:51:03","DA","39","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Aarhus","Single","2","Yes","Isolated","3","2","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","2","3","4","3","2","3","3","4","2","2","2","3","8","8","7","8","7","6","3","7","5","5","4","2","3","2","5","6","6","2","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","2","2","4","4","5","3","1","3","3","3","6","2","4","2","99","5","4","2","4","1","2","4","3","1","5","5","2","99","2","2","4","5","5","4","1","5","2","NA","4","5","5","5","5","5","5","5","5","6","5","1","1","1","2","6","1","1","5","2","2","4","1","1","1","5","NA","4","5","5","3","5","1","NA","2.7","2.333333","3.666667","3","3","3.333333","5","5","NA"
"125023","Yes","692","2020-03-26 13:47:01","DA","46","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Guldborgsund","Married/cohabiting","4","Yes","Isolated","4","3","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","1","5","3","1","4","4","2","1","1","1","4","8","10","7","10","7","4","8","6","5","5","5","5","5","8","6","5","5","6","4","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","5","6","6","2","6","5","6","4","5","6","5","1","6","6","6","2","5","2","6","3","2","5","6","5","4","4","4","99","5","3","3","2","4","5","2","5","4","NA","6","5","6","6","5","6","6","6","6","6","3","6","5","5","5","3","1","1","5","5","3","4","2","5","2","3","NA","5","6","5","5","5","2","NA","1.7","2","1.333333","5.666667","5.666667","4.666667","5.666667","5.8","NA"
"125024","No","281","2020-03-27 13:39:42","DA","43","Male","Up to 9 years of school","Up to 9 years of school","Full time employed","Denmark","yes","Hvidovre","Married/cohabiting","1","No","Life carries on with minor changes","1","1","NA","� If Program C is adopted 400 people will die.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125025","Yes","912","2020-03-26 13:49:50","DA","31","Male","College degree, bachelor, master","Up to 9 years of school","Full time employed","Denmark","yes","Fureso","Married/cohabiting","0","Yes","Isolated","1","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","1","1","4","3","2","4","4","1","1","2","1","3","3","9","7","9","8","9","8","10","2","4","3","3","5","4","6","6","6","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","3","4","5","5","2","6","2","1","3","6","5","2","5","1","4","99","1","4","2","1","2","99","5","1","5","5","5","1","2","1","4","4","1","2","1","4","2","NA","6","4","5","5","6","3","6","6","4","5","6","2","5","4","5","4","4","5","4","4","1","4","2","5","1","6","NA","6","5","4","4","2","6","NA","1.7","2","3.666667","3.666667","3.333333","5","5","5","NA"
"125026","No","936","2020-03-27 13:50:42","EN","42","Male","College degree, bachelor, master","College degree","Self-employed","Denmark","no","Copenhagen","Married/cohabiting","3","No","Isolated","1","3","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","Yes","3","3","4","4","3","3","3","5","4","2","3","3","3","5","5","5","10","8","6","7","8","5","5","5","6","6","2","5","6","6","5","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","5","4","5","5","5","5","5","4","5","5","5","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.8","3","2.333333","3.666667","5","4.333333","4.666667","NA","NA"
"125027","No","625","2020-03-27 13:43:05","DA","21","Female","Up to 12 years of school","Some College or equivalent","Part time employed","Denmark","yes","Kobenhavns kommune","Single","0","Yes","Life carries on with minor changes","2","0","� If Program A is adopted, 200 people will be saved.","NA","Not sure","2","3","3","4","3","3","3","3","2","2","3","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.6","2.333333","NA","NA","NA","NA","NA","NA","NA"
"125028","Yes","699","2020-03-26 13:43:30","DA","48","Male","Some College, short continuing education or equivalent","College degree","Self-employed","Denmark","yes","Kobenhavn k","Divorced/widowed","1","No","Isolated","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","3","5","2","3","3","5","4","2","3","5","3","4","7","7","4","5","2","9","5","2","1","4","3","6","6","7","6","6","5","5","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","5","5","3","4","5","6","6","6","2","5","6","3","2","5","6","5","6","6","5","4","1","1","1","6","4","1","1","2","4","5","6","6","6","1","1","1","6","6","NA","1","5","2","4","5","4","5","5","3","1","1","6","6","4","5","1","1","1","6","4","4","2","5","2","1","3","NA","5","2","6","5","1","5","NA","2.9","4","3.666667","3","6","5.333333","4.333333","3.5","NA"
"125029","No","692","2020-03-27 13:43:07","DA","50","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Frederikshavn","Married/cohabiting","3","Yes","1","1","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","3","4","4","3","2","4","3","3","4","4","3","3","4","5","7","7","7","7","7","8","8","2","5","5","5","5","5","5","5","5","5","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","4","5","5","4","5","5","5","2","3","5","5","2","4","2","5","2","2","2","2","5","5","99","3","2","5","5","3","2","4","2","4","5","2","2","2","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.6","3.333333","4.666667","4.333333","5","4.333333","4.666667","NA","NA"
"125030","No","598","2020-03-27 13:39:21","DA","51","Female","Some College, short continuing education or equivalent","Up to 6 years of school","Part time employed","Denmark","yes","Lolland","Divorced/widowed","0","Yes","Life carries on with minor changes","0","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","2","4","4","2","4","4","1","1","1","1","3","6","8","8","8","9","8","7","8","2","2","2","6","6","3","5","6","6","1","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.8","1.666667","NA","NA","NA","NA","NA","NA","NA"
"125031","Yes","571","2020-03-26 13:37:23","DA","35","Female","PhD/Doctorate","Up to 12 years of school","Full time employed","Denmark","no","Aarhus","Married/cohabiting","0","No","Isolated","1","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","2","3","4","3","1","5","4","2","1","3","3","1","8","9","8","8","9","10","10","10","4","6","4","5","6","5","6","4","5","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","3","5","1","3","4","3","5","2","2","5","5","5","1","4","6","4","99","6","2","5","1","2","99","4","4","6","6","6","6","5","3","4","6","2","5","1","5","6","NA","5","5","5","5","5","5","5","5","5","5","5","4","5","2","3","3","5","5","4","4","5","5","3","5","1","5","NA","5","3","3","2","5","5","NA","2","2.333333","2.666667","2.333333","3.333333","5","5","5","NA"
"125032","No","653","2020-03-27 13:38:56","DA","60","Female","College degree, bachelor, master","Up to 9 years of school","Full time employed","Denmark","yes","Aarhus","Married/cohabiting","0","No","Isolated","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","1","2","2","5","4","1","4","4","1","1","1","1","3","10","10","10","10","10","10","10","10","5","4","3","5","6","5","5","6","6","2","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","5","5","5","4","6","5","5","4","5","5","4","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.5","1.666667","1.333333","4.333333","5.333333","4.333333","4.666667","NA","NA"
"125033","Yes","1327","2020-03-26 13:48:40","DA","42","Male","Up to 12 years of school","Up to 9 years of school","Student","Denmark","yes","Hvidovre","Married/cohabiting","0","No","Life carries on with minor changes","1","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","1","2","3","4","2","1","3","3","1","1","2","1","3","6","10","6","8","7","3","7","5","5","6","6","5","5","6","5","5","5","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","4","2","4","3","3","2","5","2","5","5","3","3","3","1","2","99","99","2","2","2","3","99","2","99","4","4","99","99","2","2","4","2","2","5","2","4","5","NA","5","4","4","5","5","4","5","5","4","5","4","2","5","4","4","4","5","5","4","2","4","5","2","4","2","4","NA","4","5","5","2","2","3","Kan ikke lade vare med at tanke pa om det maske var pa tiden at stoppe med at ryge sa den vej rundt er man lidt nervos for at blive syg  men tander stadig smogerne da det for mig til at slappe af","2.1","2","4","3.333333","3.333333","5","3.333333","4.6","NA"
"125034","No","935","2020-03-26 13:41:49","DA","27","Male","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Kobenhavn","Single","0","Not sure","Life carries on with minor changes","0","NA","� If Program A is adopted, 200 people will be saved.","NA","No","3","3","2","5","2","1","4","4","3","3","4","2","4","5","8","6","9","7","4","4","4","5","4","5","6","6","4","6","5","4","2","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","3","5","3","4","3","3","4","4","4","5","5","4","2","5","6","5","NA","5","2","2","NA","1","1","6","3","4","3","2","4","3","3","4","4","5","2","1","5","2","NA","6","6","5","6","NA","5","6","6","5","6","NA","4","6","NA","4","4","NA","6","4","4","4","4","5","6","NA","5","NA","5","NA","5","4","4","2","NA","2.4","3.333333","2.666667","3.666667","3.666667","4.333333","4.666667","5.666667","NA"
"125035","No","99","2020-03-27 13:27:21","DA","44","Male","Some College, short continuing education or equivalent","NA","NA","Denmark","NA","NA","NA","NA","NA","Life carries on with minor changes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125036","Yes","1398","2020-03-26 13:48:55","DA","28","Female","College degree, bachelor, master","Some College or equivalent","Not employed","Denmark","yes","Randers","Married/cohabiting","2","Yes","Isolated","1","2","� If Program A is adopted, 200 people will be saved.","NA","Not sure","4","3","3","3","3","3","4","2","2","3","4","3","4","3","5","3","8","5","5","10","2","4","6","4","5","5","0","5","6","6","6","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","6","3","5","3","6","5","5","4","4","3","6","3","5","5","1","1","4","5","6","1","3","2","6","2","5","6","4","1","5","1","4","4","4","2","1","6","1","NA","6","6","5","5","6","4","4","6","5","5","6","4","6","1","1","5","1","1","5","3","3","6","1","4","2","4","NA","6","6","6","2","5","5","NA","3","3.666667","2.333333","4","5.333333","3.333333","5","5.2","NA"
"125037","Yes","1204","2020-03-26 13:45:22","DA","42","Female","Some College, short continuing education or equivalent","Up to 9 years of school","Part time employed","Denmark","yes","Sonderborg","Married/cohabiting","2","Yes","Life carries on with minor changes","2","2","NA","� If Program C is adopted 400 people will die.","No","2","2","2","5","4","2","4","4","2","1","3","1","3","7","10","6","8","8","9","9","9","2","4","2","5","5","4","5","6","5","3","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","5","5","4","3","2","4","2","3","4","5","2","5","2","2","5","1","1","5","1","2","2","6","2","4","4","4","2","4","2","5","4","2","1","1","4","2","NA","5","3","5","4","5","4","5","5","5","5","4","3","5","3","5","5","1","1","5","5","5","5","5","5","4","4","NA","3","4","2","3","5","1","Jeg er ikke bekymret for mig selv eller andre i husstanden. Jeg arbejder til dagligt pa et sygehus, som fysioterapeut, og er vant til sygdom. Jeg har altid haft en god hygiejne, og har som sadan ikke andret noget.","1.8","2.333333","2.666667","4.333333","3","4","5","4.6","NA"
"125038","Yes","767","2020-03-26 13:36:59","DA","20","Female","Up to 12 years of school","College degree","Full time employed","Denmark","yes","Rudersdal","Single","0","Yes","Isolated","3","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Not sure","2","2","3","4","3","3","3","3","3","3","4","2","4","7","9","9","9","9","9","10","8","4","4","3","5","6","5","6","5","5","5","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","5","5","4","5","3","5","3","5","2","4","4","4","3","5","6","6","99","99","4","5","1","3","99","6","6","5","4","3","4","4","4","4","99","4","3","2","5","5","NA","6","6","5","6","6","5","6","6","6","6","4","6","5","4","5","4","4","4","5","4","3","4","4","4","1","5","NA","6","6","6","6","6","6","NA","2.7","3.333333","3.666667","4.333333","4.333333","4.333333","4.333333","5.8","NA"
